neighbourhood,beds,yearly_revenue,availability_365,city
Adlershof,5.0,12650.0,0.6931506849315069,Berlin
Albrechtstr.,1.0,11219.027777777776,0.6753424657534246,Berlin
Albrechtstr.,2.0,14762.714285714286,0.6407045009784736,Berlin
Albrechtstr.,3.0,19702.75,0.8102739726027397,Berlin
Albrechtstr.,4.0,19707.0,0.5057534246575343,Berlin
Albrechtstr.,7.0,27000.0,0.547945205479452,Berlin
Albrechtstr.,8.0,65740.0,0.947945205479452,Berlin
Alexanderplatz,1.0,20438.23703703704,0.5747336377473363,Berlin
Alexanderplatz,2.0,29626.926829268294,0.5922084864684263,Berlin
Alexanderplatz,3.0,34673.873239436616,0.556280146633224,Berlin
Alexanderplatz,4.0,32146.20408163265,0.4576460721274811,Berlin
Alexanderplatz,5.0,24572.727272727272,0.3382316313823163,Berlin
Alexanderplatz,6.0,39471.82051282052,0.5286968739023533,Berlin
Alexanderplatz,7.0,20549.555555555555,0.224048706240487,Berlin
Alexanderplatz,8.0,41204.88888888889,0.4882800608828006,Berlin
Allende-Viertel,1.0,15568.0,0.9123287671232876,Berlin
Allende-Viertel,2.0,15100.0,0.8273972602739726,Berlin
Alt  Treptow,1.0,20354.854545454546,0.8434371108343711,Berlin
Alt  Treptow,2.0,36034.95,0.9226027397260274,Berlin
Alt  Treptow,3.0,42631.25,0.9794520547945206,Berlin
Alt  Treptow,4.0,31040.25,0.876027397260274,Berlin
Alt  Treptow,5.0,33489.75,0.8582191780821918,Berlin
Alt  Treptow,6.0,63875.0,1.0,Berlin
Alt  Treptow,7.0,36500.0,1.0,Berlin
Alt-Hohenschönhausen Nord,1.0,13716.0,0.7873972602739725,Berlin
Alt-Hohenschönhausen Nord,2.0,15652.0,0.471917808219178,Berlin
Alt-Hohenschönhausen Nord,3.0,284.0,0.0027397260273972,Berlin
Alt-Hohenschönhausen Süd,1.0,14266.5,0.5415525114155251,Berlin
Alt-Hohenschönhausen Süd,2.0,21399.2,0.6794520547945205,Berlin
Alt-Hohenschönhausen Süd,3.0,11305.5,0.1267123287671233,Berlin
Alt-Hohenschönhausen Süd,5.0,49275.0,1.0,Berlin
Alt-Lichtenberg,1.0,14972.34375,0.8084760273972603,Berlin
Alt-Lichtenberg,2.0,12026.181818181818,0.6792029887920299,Berlin
Alt-Lichtenberg,3.0,19504.0,0.5561643835616439,Berlin
Alt-Lichtenberg,4.0,51100.0,1.0,Berlin
Alt-Lichtenberg,5.0,18980.0,1.0,Berlin
Alt-Lichtenberg,6.0,20436.5,0.5452054794520548,Berlin
Altglienicke,1.0,13923.666666666666,0.6757990867579909,Berlin
Altglienicke,2.0,19807.6,0.7704109589041096,Berlin
Altglienicke,3.0,23031.0,0.6986301369863014,Berlin
